idx,AudioData,Answer,Age,ChildID
711,7311511268,Junk,420,2931_1
712,7311511268,Non-Canonical,420,2931_1
713,7311511268,Non-Canonical,420,2931_1
714,7311511268,Junk,420,2931_1
715,940579447,Non-Canonical,420,2931_1
716,940579447,Non-Canonical,420,2931_1
717,940579447,Non-Canonical,420,2931_1
718,940579447,Junk,420,2931_1
719,940579447,Canonical,420,2931_1
720,8239711812,Non-Canonical,420,2931_1
721,8239711812,Non-Canonical,420,2931_1
722,8239711812,Non-Canonical,420,2931_1
723,8239711812,Non-Canonical,420,2931_1
724,8239711812,Laughing,420,2931_1
725,8948540221,Non-Canonical,420,2931_1
726,8948540221,Junk,420,2931_1
727,8948540221,Junk,420,2931_1
728,8948540221,Non-Canonical,420,2931_1
729,8948540221,Canonical,420,2931_1
730,3563741509,Crying,420,2931_1
731,3563741509,Non-Canonical,420,2931_1
732,3563741509,Non-Canonical,420,2931_1
733,3563741509,Laughing,420,2931_1
734,3563741509,Laughing,420,2931_1
735,8823068971,Canonical,420,2931_1
736,8823068971,Junk,420,2931_1
737,8823068971,Junk,420,2931_1
738,8823068971,Laughing,420,2931_1
739,8823068971,Laughing,420,2931_1
740,8400350094,Non-Canonical,420,2931_1
741,8400350094,Junk,420,2931_1
742,8400350094,Junk,420,2931_1
743,8400350094,Junk,420,2931_1
744,8400350094,Junk,420,2931_1
745,2245506488,Crying,420,2931_1
746,2245506488,Non-Canonical,420,2931_1
747,2245506488,Non-Canonical,420,2931_1
748,2245506488,Non-Canonical,420,2931_1
749,2245506488,Non-Canonical,420,2931_1
750,118171683,Non-Canonical,420,2931_1
751,118171683,Non-Canonical,420,2931_1
752,118171683,Canonical,420,2931_1
753,118171683,Non-Canonical,420,2931_1
754,118171683,Non-Canonical,420,2931_1
755,9852301228,Non-Canonical,420,2931_1
756,9852301228,Non-Canonical,420,2931_1
757,9852301228,Crying,420,2931_1
758,9852301228,Canonical,420,2931_1
759,9852301228,Junk,420,2931_1
760,8897530192,Non-Canonical,420,2931_1
761,8897530192,Non-Canonical,420,2931_1
762,8897530192,Canonical,420,2931_1
763,8897530192,Non-Canonical,420,2931_1
764,8897530192,Non-Canonical,420,2931_1
765,2257146878,Laughing,420,2931_1
766,2257146878,Non-Canonical,420,2931_1
767,2257146878,Non-Canonical,420,2931_1
768,2257146878,Non-Canonical,420,2931_1
769,2257146878,Junk,420,2931_1
770,3664282095,Laughing,420,2931_1
771,3664282095,Crying,420,2931_1
772,3664282095,Crying,420,2931_1
773,3664282095,Non-Canonical,420,2931_1
774,3664282095,Crying,420,2931_1
775,1634273714,Junk,420,2931_1
776,1634273714,Non-Canonical,420,2931_1
777,1634273714,Junk,420,2931_1
778,1634273714,Laughing,420,2931_1
779,1634273714,Non-Canonical,420,2931_1
780,4510754865,Non-Canonical,420,2931_1
781,4510754865,Crying,420,2931_1
782,4510754865,Non-Canonical,420,2931_1
783,4510754865,Non-Canonical,420,2931_1
784,4510754865,Non-Canonical,420,2931_1
785,2270973922,Junk,420,2931_1
786,2270973922,Non-Canonical,420,2931_1
787,2270973922,Crying,420,2931_1
788,2270973922,Crying,420,2931_1
789,2270973922,Non-Canonical,420,2931_1
790,9701616661,Canonical,420,2931_1
791,9701616661,Canonical,420,2931_1
792,9701616661,Canonical,420,2931_1
793,9701616661,Canonical,420,2931_1
794,9701616661,Canonical,420,2931_1
795,2952246351,Junk,420,2931_1
796,2952246351,Junk,420,2931_1
797,2952246351,Junk,420,2931_1
798,2952246351,Junk,420,2931_1
799,2952246351,Junk,420,2931_1
800,1229245684,Non-Canonical,420,2931_1
801,1229245684,Junk,420,2931_1
802,1229245684,Junk,420,2931_1
803,1229245684,Non-Canonical,420,2931_1
804,1229245684,Canonical,420,2931_1
805,7940670861,Non-Canonical,420,2931_1
806,7940670861,Junk,420,2931_1
807,7940670861,Non-Canonical,420,2931_1
808,7940670861,Laughing,420,2931_1
809,7940670861,Laughing,420,2931_1
810,6920432398,Non-Canonical,420,2931_1
811,6920432398,Non-Canonical,420,2931_1
812,6920432398,Canonical,420,2931_1
813,6920432398,Junk,420,2931_1
814,6920432398,Crying,420,2931_1
815,399668115,Junk,420,2931_1
816,399668115,Junk,420,2931_1
817,399668115,Junk,420,2931_1
818,399668115,Junk,420,2931_1
819,399668115,Junk,420,2931_1
820,8881361165,Canonical,420,2931_1
821,8881361165,Non-Canonical,420,2931_1
822,8881361165,Crying,420,2931_1
823,8881361165,Non-Canonical,420,2931_1
824,8881361165,Non-Canonical,420,2931_1
825,4066803645,Non-Canonical,420,2931_1
826,4066803645,Non-Canonical,420,2931_1
827,4066803645,Junk,420,2931_1
828,4066803645,Non-Canonical,420,2931_1
829,4066803645,Junk,420,2931_1
830,5058602148,Laughing,420,2931_1
831,5058602148,Laughing,420,2931_1
832,5058602148,Laughing,420,2931_1
833,5058602148,Non-Canonical,420,2931_1
834,5058602148,Canonical,420,2931_1
835,3326201980,Non-Canonical,420,2931_1
836,3326201980,Non-Canonical,420,2931_1
837,3326201980,Non-Canonical,420,2931_1
838,3326201980,Non-Canonical,420,2931_1
839,3326201980,Non-Canonical,420,2931_1
840,2980507870,Laughing,420,2931_1
841,2980507870,Laughing,420,2931_1
842,2980507870,Non-Canonical,420,2931_1
843,2980507870,Laughing,420,2931_1
844,2980507870,Laughing,420,2931_1
845,1685811753,Canonical,420,2931_1
846,1685811753,Non-Canonical,420,2931_1
847,1685811753,Non-Canonical,420,2931_1
848,1685811753,Non-Canonical,420,2931_1
849,1685811753,Non-Canonical,420,2931_1
850,7330877244,Non-Canonical,420,2931_1
851,7330877244,Canonical,420,2931_1
852,7330877244,Junk,420,2931_1
853,7330877244,Non-Canonical,420,2931_1
854,7330877244,Non-Canonical,420,2931_1
855,2582009523,Junk,420,2931_1
856,2582009523,Junk,420,2931_1
857,2582009523,Junk,420,2931_1
858,2582009523,Junk,420,2931_1
859,2582009523,Junk,420,2931_1
860,9128812531,Non-Canonical,420,2931_1
861,9128812531,Junk,420,2931_1
862,9128812531,Junk,420,2931_1
863,9128812531,Non-Canonical,420,2931_1
864,9128812531,Junk,420,2931_1
865,7784264099,Non-Canonical,420,2931_1
866,7784264099,Canonical,420,2931_1
867,7784264099,Non-Canonical,420,2931_1
868,7784264099,Crying,420,2931_1
869,7784264099,Non-Canonical,420,2931_1
870,886849349,Canonical,420,2931_1
871,886849349,Non-Canonical,420,2931_1
872,886849349,Non-Canonical,420,2931_1
873,886849349,Non-Canonical,420,2931_1
874,886849349,Non-Canonical,420,2931_1
875,3028046723,Canonical,420,2931_1
876,3028046723,Junk,420,2931_1
877,3028046723,Non-Canonical,420,2931_1
878,3028046723,Canonical,420,2931_1
879,3028046723,Non-Canonical,420,2931_1
880,9372246394,Non-Canonical,420,2931_1
881,9372246394,Non-Canonical,420,2931_1
882,9372246394,Non-Canonical,420,2931_1
883,9372246394,Junk,420,2931_1
884,9372246394,Non-Canonical,420,2931_1
885,4477676700,Junk,420,2931_1
886,4477676700,Non-Canonical,420,2931_1
887,4477676700,Junk,420,2931_1
888,4477676700,Non-Canonical,420,2931_1
889,4477676700,Canonical,420,2931_1
890,8206411731,Non-Canonical,420,2931_1
891,8206411731,Non-Canonical,420,2931_1
892,8206411731,Non-Canonical,420,2931_1
893,8206411731,Non-Canonical,420,2931_1
894,8206411731,Non-Canonical,420,2931_1
895,4690570140,Canonical,420,2931_1
896,4690570140,Non-Canonical,420,2931_1
897,4690570140,Non-Canonical,420,2931_1
898,4690570140,Non-Canonical,420,2931_1
899,4690570140,Non-Canonical,420,2931_1
900,6668196024,Non-Canonical,420,2931_1
901,6668196024,Non-Canonical,420,2931_1
902,6668196024,Canonical,420,2931_1
903,6668196024,Non-Canonical,420,2931_1
904,6668196024,Non-Canonical,420,2931_1
905,4726656912,Non-Canonical,420,2931_1
906,4726656912,Canonical,420,2931_1
907,4726656912,Non-Canonical,420,2931_1
908,4726656912,Non-Canonical,420,2931_1
909,4726656912,Non-Canonical,420,2931_1
910,4007202329,Canonical,420,2931_1
911,4007202329,Canonical,420,2931_1
912,4007202329,Junk,420,2931_1
913,4007202329,Non-Canonical,420,2931_1
914,4007202329,Junk,420,2931_1
915,7044086397,Junk,420,2931_1
916,7044086397,Non-Canonical,420,2931_1
917,7044086397,Junk,420,2931_1
918,7044086397,Junk,420,2931_1
919,7044086397,Non-Canonical,420,2931_1
920,1054722966,Non-Canonical,420,2931_1
921,1054722966,Crying,420,2931_1
922,1054722966,Non-Canonical,420,2931_1
923,1054722966,Crying,420,2931_1
924,1054722966,Non-Canonical,420,2931_1
925,8179391218,Non-Canonical,420,2931_1
926,8179391218,Crying,420,2931_1
927,8179391218,Non-Canonical,420,2931_1
928,8179391218,Non-Canonical,420,2931_1
929,8179391218,Non-Canonical,420,2931_1
930,5464723493,Laughing,420,2931_1
931,5464723493,Junk,420,2931_1
932,5464723493,Non-Canonical,420,2931_1
933,5464723493,Non-Canonical,420,2931_1
934,5464723493,Crying,420,2931_1
935,5297723873,Laughing,420,2931_1
936,5297723873,Non-Canonical,420,2931_1
937,5297723873,Laughing,420,2931_1
938,5297723873,Non-Canonical,420,2931_1
939,5297723873,Crying,420,2931_1
940,3054396035,Laughing,420,2931_1
941,3054396035,Non-Canonical,420,2931_1
942,3054396035,Non-Canonical,420,2931_1
943,3054396035,Non-Canonical,420,2931_1
944,3054396035,Non-Canonical,420,2931_1
945,3036634664,Non-Canonical,420,2931_1
946,3036634664,Non-Canonical,420,2931_1
947,3036634664,Non-Canonical,420,2931_1
948,3036634664,Non-Canonical,420,2931_1
949,3036634664,Canonical,420,2931_1
950,8026746432,Non-Canonical,420,2931_1
951,8026746432,Non-Canonical,420,2931_1
952,8026746432,Non-Canonical,420,2931_1
953,8026746432,Junk,420,2931_1
954,8026746432,Non-Canonical,420,2931_1
955,5619088758,Laughing,420,2931_1
956,5619088758,Non-Canonical,420,2931_1
957,5619088758,Non-Canonical,420,2931_1
958,5619088758,Non-Canonical,420,2931_1
959,5619088758,Non-Canonical,420,2931_1
960,6810763536,Non-Canonical,420,2931_1
961,6810763536,Non-Canonical,420,2931_1
962,6810763536,Crying,420,2931_1
963,6810763536,Junk,420,2931_1
964,6810763536,Junk,420,2931_1
965,9772852836,Canonical,420,2931_1
966,9772852836,Canonical,420,2931_1
967,9772852836,Canonical,420,2931_1
968,9772852836,Canonical,420,2931_1
969,9772852836,Canonical,420,2931_1
970,2047753738,Non-Canonical,420,2931_1
971,2047753738,Canonical,420,2931_1
972,2047753738,Canonical,420,2931_1
973,2047753738,Laughing,420,2931_1
974,2047753738,Non-Canonical,420,2931_1
975,6498203424,Junk,420,2931_1
976,6498203424,Non-Canonical,420,2931_1
977,6498203424,Laughing,420,2931_1
978,6498203424,Non-Canonical,420,2931_1
979,6498203424,Crying,420,2931_1
980,403423481,Crying,420,2931_1
981,403423481,Junk,420,2931_1
982,403423481,Non-Canonical,420,2931_1
983,403423481,Crying,420,2931_1
984,403423481,Laughing,420,2931_1
985,8985244613,Non-Canonical,420,2931_1
986,8985244613,Non-Canonical,420,2931_1
987,8985244613,Non-Canonical,420,2931_1
988,8985244613,Crying,420,2931_1
989,8985244613,Non-Canonical,420,2931_1
990,4113229552,Junk,420,2931_1
991,4113229552,Junk,420,2931_1
992,4113229552,Junk,420,2931_1
993,4113229552,Non-Canonical,420,2931_1
994,4113229552,Junk,420,2931_1
995,2218002465,Junk,420,2931_1
996,2218002465,Junk,420,2931_1
997,2218002465,Junk,420,2931_1
998,2218002465,Junk,420,2931_1
999,2218002465,Junk,420,2931_1
1000,127526949,Junk,420,2931_1
1001,127526949,Junk,420,2931_1
1002,127526949,Junk,420,2931_1
1003,127526949,Non-Canonical,420,2931_1
1004,127526949,Junk,420,2931_1
1005,676238048,Crying,420,2931_1
1006,676238048,Crying,420,2931_1
1007,676238048,Crying,420,2931_1
1008,676238048,Crying,420,2931_1
1009,676238048,Canonical,420,2931_1
1010,4475376290,Canonical,420,2931_1
1011,4475376290,Canonical,420,2931_1
1012,4475376290,Canonical,420,2931_1
1013,4475376290,Non-Canonical,420,2931_1
1014,4475376290,Canonical,420,2931_1
1015,7781269931,Junk,420,2931_1
1016,7781269931,Junk,420,2931_1
1017,7781269931,Junk,420,2931_1
1018,7781269931,Junk,420,2931_1
1019,7781269931,Junk,420,2931_1
1020,9341797812,Non-Canonical,420,2931_1
1021,9341797812,Non-Canonical,420,2931_1
1022,9341797812,Canonical,420,2931_1
1023,9341797812,Non-Canonical,420,2931_1
1024,9341797812,Canonical,420,2931_1
1025,2721711745,Non-Canonical,420,2931_1
1026,2721711745,Canonical,420,2931_1
1027,2721711745,Non-Canonical,420,2931_1
1028,2721711745,Crying,420,2931_1
1029,2721711745,Non-Canonical,420,2931_1
1030,8198392436,Crying,420,2931_1
1031,8198392436,Non-Canonical,420,2931_1
1032,8198392436,Junk,420,2931_1
1033,8198392436,Non-Canonical,420,2931_1
1034,8198392436,Crying,420,2931_1
1035,6006857703,Non-Canonical,420,2931_1
1036,6006857703,Canonical,420,2931_1
1037,6006857703,Non-Canonical,420,2931_1
1038,6006857703,Non-Canonical,420,2931_1
1039,6006857703,Non-Canonical,420,2931_1
1040,5773021421,Non-Canonical,420,2931_1
1041,5773021421,Canonical,420,2931_1
1042,5773021421,Junk,420,2931_1
1043,5773021421,Non-Canonical,420,2931_1
1044,5773021421,Non-Canonical,420,2931_1
1045,1054100821,Crying,420,2931_1
1046,1054100821,Non-Canonical,420,2931_1
1047,1054100821,Laughing,420,2931_1
1048,1054100821,Crying,420,2931_1
1049,1054100821,Crying,420,2931_1
1050,8969890822,Non-Canonical,420,2931_1
1051,8969890822,Junk,420,2931_1
1052,8969890822,Non-Canonical,420,2931_1
1053,8969890822,Junk,420,2931_1
1054,8969890822,Junk,420,2931_1
1055,9544398831,Non-Canonical,420,2931_1
1056,9544398831,Non-Canonical,420,2931_1
1057,9544398831,Non-Canonical,420,2931_1
1058,9544398831,Non-Canonical,420,2931_1
1059,9544398831,Junk,420,2931_1
1060,98845371,Non-Canonical,420,2931_1
1061,98845371,Junk,420,2931_1
1062,98845371,Junk,420,2931_1
1063,98845371,Non-Canonical,420,2931_1
1064,98845371,Canonical,420,2931_1
1065,7624596749,Non-Canonical,420,2931_1
1066,7624596749,Laughing,420,2931_1
1067,7624596749,Non-Canonical,420,2931_1
1068,7624596749,Canonical,420,2931_1
1069,7624596749,Non-Canonical,420,2931_1
1070,5876389822,Non-Canonical,420,2931_1
1071,5876389822,Non-Canonical,420,2931_1
1072,5876389822,Non-Canonical,420,2931_1
1073,5876389822,Non-Canonical,420,2931_1
1074,5876389822,Non-Canonical,420,2931_1
1075,3976669210,Canonical,420,2931_1
1076,3976669210,Crying,420,2931_1
1077,3976669210,Non-Canonical,420,2931_1
1078,3976669210,Non-Canonical,420,2931_1
1079,3976669210,Non-Canonical,420,2931_1
1080,602108379,Non-Canonical,420,2931_1
1081,602108379,Canonical,420,2931_1
1082,602108379,Canonical,420,2931_1
1083,602108379,Non-Canonical,420,2931_1
1084,602108379,Non-Canonical,420,2931_1
1085,3296304957,Non-Canonical,420,2931_1
1086,3296304957,Canonical,420,2931_1
1087,3296304957,Non-Canonical,420,2931_1
1088,3296304957,Non-Canonical,420,2931_1
1089,3296304957,Junk,420,2931_1
1090,7278921029,Laughing,420,2931_1
1091,7278921029,Non-Canonical,420,2931_1
1092,7278921029,Junk,420,2931_1
1093,7278921029,Crying,420,2931_1
1094,7278921029,Non-Canonical,420,2931_1
1095,6697771381,Non-Canonical,420,2931_1
1096,6697771381,Non-Canonical,420,2931_1
1097,6697771381,Crying,420,2931_1
1098,6697771381,Junk,420,2931_1
1099,6697771381,Crying,420,2931_1
1100,6570092190,Non-Canonical,420,2931_1
1101,6570092190,Non-Canonical,420,2931_1
1102,6570092190,Non-Canonical,420,2931_1
1103,6570092190,Crying,420,2931_1
1104,6570092190,Non-Canonical,420,2931_1
1105,3280836804,Laughing,420,2931_1
1106,3280836804,Non-Canonical,420,2931_1
1107,3280836804,Crying,420,2931_1
1108,3280836804,Laughing,420,2931_1
1109,3280836804,Non-Canonical,420,2931_1
1110,2076416515,Non-Canonical,420,2931_1
1111,2076416515,Non-Canonical,420,2931_1
1112,2076416515,Non-Canonical,420,2931_1
1113,2076416515,Non-Canonical,420,2931_1
1114,2076416515,Non-Canonical,420,2931_1
1115,7695276030,Crying,420,2931_1
1116,7695276030,Non-Canonical,420,2931_1
1117,7695276030,Non-Canonical,420,2931_1
1118,7695276030,Laughing,420,2931_1
1119,7695276030,Junk,420,2931_1
1120,9020571757,Crying,420,2931_1
1121,9020571757,Non-Canonical,420,2931_1
1122,9020571757,Crying,420,2931_1
1123,9020571757,Junk,420,2931_1
1124,9020571757,Non-Canonical,420,2931_1
1125,1238621787,Canonical,420,2931_1
1126,1238621787,Non-Canonical,420,2931_1
1127,1238621787,Junk,420,2931_1
1128,1238621787,Non-Canonical,420,2931_1
1129,1238621787,Junk,420,2931_1
1130,1761903071,Non-Canonical,420,2931_1
1131,1761903071,Crying,420,2931_1
1132,1761903071,Canonical,420,2931_1
1133,1761903071,Non-Canonical,420,2931_1
1134,1761903071,Non-Canonical,420,2931_1
1135,3065681715,Junk,420,2931_1
1136,3065681715,Canonical,420,2931_1
1137,3065681715,Crying,420,2931_1
1138,3065681715,Canonical,420,2931_1
1139,3065681715,Non-Canonical,420,2931_1
1140,4187891246,Non-Canonical,420,2931_1
1141,4187891246,Crying,420,2931_1
1142,4187891246,Canonical,420,2931_1
1143,4187891246,Canonical,420,2931_1
1144,4187891246,Non-Canonical,420,2931_1
1145,1971926809,Junk,420,2931_1
1146,1971926809,Crying,420,2931_1
1147,1971926809,Junk,420,2931_1
1148,1971926809,Non-Canonical,420,2931_1
1149,1971926809,Non-Canonical,420,2931_1
1150,1067574200,Non-Canonical,420,2931_1
1151,1067574200,Non-Canonical,420,2931_1
1152,1067574200,Non-Canonical,420,2931_1
1153,1067574200,Junk,420,2931_1
1154,1067574200,Non-Canonical,420,2931_1
1155,3411615970,Non-Canonical,420,2931_1
1156,3411615970,Non-Canonical,420,2931_1
1157,3411615970,Crying,420,2931_1
1158,3411615970,Non-Canonical,420,2931_1
1159,3411615970,Non-Canonical,420,2931_1
1160,2895384996,Laughing,420,2931_1
1161,2895384996,Non-Canonical,420,2931_1
1162,2895384996,Non-Canonical,420,2931_1
1163,2895384996,Non-Canonical,420,2931_1
1164,2895384996,Non-Canonical,420,2931_1
1165,375172382,Junk,420,2931_1
1166,375172382,Junk,420,2931_1
1167,375172382,Junk,420,2931_1
1168,375172382,Non-Canonical,420,2931_1
1169,375172382,Junk,420,2931_1
1170,880161143,Junk,420,2931_1
1171,880161143,Canonical,420,2931_1
1172,880161143,Non-Canonical,420,2931_1
1173,880161143,Canonical,420,2931_1
1174,880161143,Non-Canonical,420,2931_1
1175,5930503523,Canonical,420,2931_1
1176,5930503523,Non-Canonical,420,2931_1
1177,5930503523,Laughing,420,2931_1
1178,5930503523,Canonical,420,2931_1
1179,5930503523,Non-Canonical,420,2931_1
1180,982965725,Non-Canonical,420,2931_1
1181,982965725,Non-Canonical,420,2931_1
1182,982965725,Crying,420,2931_1
1183,982965725,Non-Canonical,420,2931_1
1184,982965725,Non-Canonical,420,2931_1
1185,7370252491,Canonical,420,2931_1
1186,7370252491,Junk,420,2931_1
1187,7370252491,Non-Canonical,420,2931_1
1188,7370252491,Non-Canonical,420,2931_1
1189,7370252491,Non-Canonical,420,2931_1
1190,8098349707,Non-Canonical,420,2931_1
1191,8098349707,Canonical,420,2931_1
1192,8098349707,Canonical,420,2931_1
1193,8098349707,Non-Canonical,420,2931_1
1194,8098349707,Non-Canonical,420,2931_1
1195,9238392012,Crying,420,2931_1
1196,9238392012,Non-Canonical,420,2931_1
1197,9238392012,Junk,420,2931_1
1198,9238392012,Canonical,420,2931_1
1199,9238392012,Crying,420,2931_1
1200,6187805017,Canonical,420,2931_1
1201,6187805017,Canonical,420,2931_1
1202,6187805017,Non-Canonical,420,2931_1
1203,6187805017,Non-Canonical,420,2931_1
1204,6187805017,Junk,420,2931_1
1205,1608744140,Junk,420,2931_1
1206,1608744140,Crying,420,2931_1
1207,1608744140,Laughing,420,2931_1
1208,1608744140,Junk,420,2931_1
1209,1608744140,Laughing,420,2931_1
1210,4189641593,Non-Canonical,420,2931_1
1211,4189641593,Canonical,420,2931_1
1212,4189641593,Canonical,420,2931_1
1213,4189641593,Non-Canonical,420,2931_1
1214,4189641593,Junk,420,2931_1
1215,2203276235,Crying,420,2931_1
1216,2203276235,Junk,420,2931_1
1217,2203276235,Laughing,420,2931_1
1218,2203276235,Junk,420,2931_1
1219,2203276235,Junk,420,2931_1
1220,9332632454,Laughing,420,2931_1
1221,9332632454,Non-Canonical,420,2931_1
1222,9332632454,Junk,420,2931_1
1223,9332632454,Canonical,420,2931_1
1224,9332632454,Non-Canonical,420,2931_1
1225,4644727443,Non-Canonical,420,2931_1
1226,4644727443,Non-Canonical,420,2931_1
1227,4644727443,Crying,420,2931_1
1228,4644727443,Non-Canonical,420,2931_1
1229,4644727443,Junk,420,2931_1
1230,3723275566,Non-Canonical,420,2931_1
1231,3723275566,Canonical,420,2931_1
1232,3723275566,Canonical,420,2931_1
1233,3723275566,Laughing,420,2931_1
1234,3723275566,Canonical,420,2931_1
1235,2103611491,Junk,420,2931_1
1236,2103611491,Junk,420,2931_1
1237,2103611491,Junk,420,2931_1
1238,2103611491,Junk,420,2931_1
1239,2103611491,Junk,420,2931_1
1240,3556689530,Laughing,420,2931_1
1241,3556689530,Laughing,420,2931_1
1242,3556689530,Laughing,420,2931_1
1243,3556689530,Canonical,420,2931_1
1244,3556689530,Laughing,420,2931_1
1245,8564379439,Laughing,420,2931_1
1246,8564379439,Canonical,420,2931_1
1247,8564379439,Junk,420,2931_1
1248,8564379439,Laughing,420,2931_1
1249,8564379439,Non-Canonical,420,2931_1
1250,4558752982,Canonical,420,2931_1
1251,4558752982,Non-Canonical,420,2931_1
1252,4558752982,Non-Canonical,420,2931_1
1253,4558752982,Canonical,420,2931_1
1254,4558752982,Canonical,420,2931_1
